"mtabName","T0_mean","T0_sd","T2_mean","T2_sd","T4_mean","T4_sd","T6_mean","T6_sd","T8_mean","T8_sd","T10_mean","T10_sd","T12_mean","T12_sd","T14_mean","T14_sd","T16_mean","T16_sd","T18_mean","T18_sd","T20_mean","T20_sd","T22_mean","T22_sd","T24_mean","T24_sd","T26_mean","T26_sd","T28_mean","T28_sd","T30_mean","T30_sd","T32_mean","T32_sd","T34_mean","T34_sd","T36_mean","T36_sd","T38_mean","T38_sd","T40_mean","T40_sd","T42_mean","T42_sd","T44_mean","T44_sd","T46_mean","T46_sd"
"alpha-ketoglutaric acid",0,0,0,0,0,0,0.0131352180230859,0.0119788518929672,0.00747297699118375,0.00649314210046337,0,0,0,0,0,0,0.00629666702094346,0.00708500787867598,0.0104822507185358,0.00499602965371276,0,0,0.00819203918875438,0.0102231280420348,0,0,0.0120816575333951,0.00826045633178081,0.00448582954973417,0.00416026859125678,0,0,0.0110279154772212,0.00855495527112007,0.00499927648122988,0.00189900522693378,0,0,0,0,0.00243249144995125,0.00244250378381754,0.00120058622681484,0.00120756704557321,0.0144010412756495,0.0161189911409116,0.0075091750649855,0.00753227741001329
"aspartic acid neg",0,0,0.00233838220816518,0.000963963060262123,0.00205366538238484,0.000578744294185745,0.00260693158492234,0.00240447310192066,0.00778887787723319,0.00788640352458178,0.00334330557515353,0.00316069439374545,0,0,0.00224105956223003,0.00207539242462034,0.0029982231284669,0.0017067065766862,0.00478388093922592,0.00181672445947188,0.00140357135262026,0.00124121123631804,0.00197744977023288,0.000692690387631142,0,0,0.00852714651909825,0.00252886088275794,0,0,0.00314300940268634,0.0027651898653721,0.00920654032112402,0.00572227679120126,0,0,0,0,0.00562969257455486,0.00499433122626265,0.0042979123559106,0.00248631672174441,0.00246657893157208,0.0027969087126937,0.00200409074408235,0.00103134764527956,0.00100611703957328,0.000879571313691243
"citric acid",0.0246806244759429,0.0217890340600471,0.059570357138313,0.0193308760637398,0.0393181760397708,0.00615490721024762,0.0514645352292787,0.046859821955793,0.0753423910866008,0.0324197406059732,0.0812365544511168,0.0213998671945386,0.0768029935668718,0.0171336029381026,0.0893889382436014,0.044400118832737,0.083909093082994,0.0325986382360443,0.165377210397834,0.00320029920367847,0.0839603349528758,0.0387525738723414,0.0681753758654025,0.0440229060588237,0.0673571232405978,0.0301930691477241,0.104369179061176,0.0317204407932104,0.048537311881209,0.0138311820642815,0.0444727289245845,0.00810936978356887,0.113469048214094,0.0561697027366383,0.174944619262239,0.13177121757698,0.0468364289972554,0.0270809401699556,0.0669610308050315,0.039345845045038,0.12568752526232,0.0390276326993464,0.091569148935053,0.0515381747557516,0.133563839122819,0.114529809305398,0.113961420990741,0.0597305506246576
"citrulline",0.000732048567105217,0.000850698074901497,0.0019760666358796,0.00120796714812903,0.00193305681711166,0.000139850434444032,0.00326546156452514,0.00120972707986808,0.00601817204126284,0.00295096764711542,0.00503284069411308,0.00110951520453098,0.00537363057575716,0.00146743082337408,0.00548411772571857,0.00355766065539313,0.00483099553055493,0.00107306511687782,0.00616058546574827,0.000759013675115613,0.00270476838457137,0.000771037924804945,0.00182274791679397,0.000708406898643093,0.00183127687491295,0.000698078692280171,0.0053545093908291,0.00104680512661937,0.0034712477486247,0.00186749093160438,0.00292386899903886,0.00112921485172882,0.00687450040388994,0.00163176319215935,0.00935200668338644,0.00505734704033934,0.00291790817119571,0.00201064535013353,0.00555504871142062,0.00240838967961147,0.00448908229220691,0.00247967892202577,0.0027228546417153,0.00113418472141334,0.00229449170443154,0.001205121486264,0.00142340996346124,0.000462576331124231
"cytidine pos",0.00175221785888345,0.00199178768386689,0.00439204505026593,0.0013443526626541,0.00358212579510266,0.00217563639354523,0.00566340998290563,0.00522681073677396,0.00804335451071659,0.00555686258417667,0.00500865898830711,0.00371419848316176,0.00270745825817996,3.29579284829416e-05,0.00227821413094978,0.00120951757190345,0.00129494183407941,0.00061285561500293,0.00268894203166733,0.00147529107469497,0.00101088879826604,0.000421818288522673,0.00128558246993631,0.000624737571989903,0.0030706121505398,0.0012436652053614,0.0066389083261771,0.00177041393050543,0.00664344334485933,0.00349190105703899,0.00429821692063822,0.00101293923668915,0.00757254145040725,0.00196766753038701,0.00560781472853053,0.00392156211947863,0.00192824201210127,0.00156037111496948,0.00181705081857847,0.000316685248424985,0.00253247736297171,0.000180666061406885,0.00163537750405752,0.00120628712142936,0.00113718456570239,0.000685597528945464,0.00222063468915815,0.00073650579071263
"cytosine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000151956567535779,0.000134318075063704,0.00024456922548803,0.000220565940025453,0,0,0,0,0,0,0.000367837596311869,0.000122118049642196,0,0,0.000336457971274012,0.00012286491598976,0.000428706869415662,0.000379313564618951,0.00055148640023293,0.000130320161715371,0,0,0.000339105816644239,0.000140887877877438,0.000224047610013357,0.000200754965847248,0.000289210614521353,7.89810924857146e-05,0.000211292091983915,0.000188788178794293,0.000142939400349188,2.99185992336121e-05
"desthiobiotin",8.17523968901833e-05,7.15230381975176e-05,0,0,8.4724623760928e-05,7.33838389583306e-05,0.000167343630214174,2.74582113362085e-05,0.000233865490529524,2.70142798016789e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000171151149719566,3.76490373295294e-05,0.000236847863016115,3.85437330561024e-05,0.000163838742531733,2.43124130045711e-05,0.0001654029593032,2.19720171910615e-05,0.000240672841101123,4.26008605325186e-05,0.000251030041712048,9.7396381247647e-05,4.59894796505189e-05,4.43995417736628e-05,0,0,0,0,0,0,0,0,7.9824036116905e-05,9.767313571236e-06
"glutamic acid neg",7.54529817180324,6.55547914725773,12.7757972022156,2.9446555086328,13.6435384837333,4.24887194098338,23.3590386358076,3.1603341148438,31.5336655632276,11.6236461864176,15.0820522704657,5.98898918159475,13.6310897222633,3.42200231862355,14.7143845452488,3.66887855677032,20.5506089759259,2.15615973194974,43.1024597908433,9.6735674820769,19.8471301188589,0.647392714000358,21.0802311919684,3.40875360021882,29.4660816594989,11.1805906783013,53.7917563561113,10.987596671891,32.606925907643,7.05798377505476,26.6014328855688,7.93098605328295,42.3667222239593,10.1176457431163,42.8076231448003,8.21343458574997,14.8642312768905,8.80983674085292,23.2923355178233,4.4026982894562,25.2414629207583,3.54690013633911,25.6026731796422,1.58629564356483,20.2292493174409,8.41834892257804,20.1726224940078,5.6658067016799
"glutamine",0.00985413682510387,0.0148577120076642,0,0,0,0,0.0141185904992921,0.00679475315447649,0.0165004457887376,0.0181167863562186,0.0214620385073178,0.00150274476334367,0.0050712557264985,0.000886548539659165,0.0197967824869008,0.0181415627478277,0.0125386951035305,0.0161704140679843,0.0242800763103063,0.0343205056036566,0.00652805551174834,0.00915721161599062,0.0218501271343598,0.0269446287526023,0.00877833688349582,0.00524328637270453,0.0066303907363463,0.00201481244782541,0.0025033367338689,0.000992910551098078,0.00145304590933755,0.000188667096204387,0.00555205450178639,0.00189662391171197,0.0109423444311431,0.00227153172662028,0.00459724492553651,0.00292348960013224,0.00400511633080423,0.00167419417469203,0.00388572399956204,0.00212845346156829,0.00282748764645381,0.00224391633953202,0.00736092874894666,0.010746374551835,0.0112614978232836,0.00588285783877162
"glutathione oxidized",0.045337070446439,0.0207908938640996,0.0376184422427263,0.00704852745589454,0.0755404470779953,0.00703682159673004,0.0902290148037418,0.0149764374435617,0.192714184718664,0.103310223712386,0.0940413001736351,0.0193239140386121,0.0732590177196979,0.0553526695245421,0.0760173324058503,0.0223553694254445,0.0604365736630609,0.0155518334381555,0.126571072567581,0.0503191218595223,0.0478208835644968,0.0116701269957696,0.0532958466068131,0.00471226202208175,0.0891141841695796,0.0402462623516605,0.197408979658946,0.0791631742568631,0.157852298234782,0.0278974410653641,0.107965500526849,0.0435362553702175,0.195634179470646,0.060604591918568,0.367893363622103,0.262003469291646,0.0904473184661879,0.0248583119894603,0.126898881034386,0.0469646628348058,0.124873857388993,0.068268837383017,0.104085062134214,0.0159836322357702,0.0462813912219994,0.0176109332527745,0.0783176641166417,0.041333091993197
"glutathione pos",0,0,0.0173622641170764,0.0150588481273683,0,0,0.0243127084038301,0.0210674406515061,0.0232873270147048,0.021457982338043,0.0289088197181453,0.0342152264805003,0.0390227414997992,0.0137766226120942,0,0,0.0031567156564028,0.00275445379976541,0.00883627614471621,0.00941042506139435,0.00625237506692343,0.00578050783865659,0,0,0.0134351738463719,0.0010123257635732,0.0152780879121885,0.00605555439037827,0.0142857453013406,0.00789734355481237,0.0200856828456538,0.00452353712051121,0.0224902636612046,0.0112971139140005,0.084074093293595,0.0539584312070161,0.0346945541686544,0.0283989564024907,0.0325615675277104,0.0264829532424601,0.0371265291895206,0.0201282555167807,0.0288037732933641,0.0189375232297106,0.038486576673606,0.0287812566044536,0.0413460302362911,0.00909904084008797
"guanine",0.00134707928984445,0.00152214719079004,0,0,0,0,0.00182666616744339,0.000751751590153575,0.00118605597742997,0.00113530693822337,0.00119625481145186,0.0010537766512118,0,0,0,0,0,0,0.00221944822467452,0.000898399668183109,0.000884985827419643,0.000875617947334566,0.0011684344404519,0.000636339213784142,0.000854512399626152,0.000762808594598803,0.00165345133497937,0.000185358010938941,0.000779808521629229,0.000679355573754204,0,0,0.00210692688517239,0.000196061722193063,0.00107092807636229,0.0013399257335293,0.00121008585357291,0.00147804416570045,0,0,0.00142801103869538,0.000212303856396483,0.000876762762638803,0.000785484383982811,0,0,0.00106870267356371,0.00098661320248372
"guanosine pos",7.01330368931313e-05,6.46027907285883e-05,8.01207354736185e-05,1.72707830140263e-05,0.000106656833977128,1.17543520942445e-05,0.000103042188268172,2.74308600593233e-06,0.000140216221670483,1.12952467899914e-05,0.000105323313011056,5.44700110742852e-06,8.83128693894112e-05,1.26187366807452e-05,9.59276875287714e-05,1.80385246170765e-05,8.41431117233168e-05,5.85029204107684e-05,0.000112319605840718,3.05659979489195e-05,8.50616354228767e-05,2.4647040805446e-05,0.000144934907908844,2.53711228125482e-06,8.16627351103701e-05,2.18094465980413e-05,0.00010564989796788,8.714168019307e-06,0.000106924235658671,1.02366254705613e-05,0.000139253770289257,6.60688974567599e-05,0.00018639933510889,0.000164360932275636,0.000176712956707978,1.30171135575265e-05,6.6358529588371e-05,2.12104313183508e-05,8.64830259599416e-05,7.91555785207532e-07,8.97951265291659e-05,1.80253025611362e-06,9.63726785633403e-05,1.0418290566891e-05,0.00012894984540566,6.6022171448806e-05,0.000111598387780162,4.06997823220265e-05
"hexose-6-phosphate",0,0,0,0,0.000242110567219249,0.00024338318189226,0.000390000137301856,0.000367143685193099,0.00073433692313784,0.000182667940634939,0,0,0.000741865078274044,0.000191321642457871,0,0,0,0,0.000282582136311956,0.000154510552100839,0.000166302145854669,0.000168799064772036,0.00030732685815896,5.20036233502496e-05,0.000107112505046621,9.4565770710155e-05,0.000458424208283424,0.000171590941236742,0.000294662632260127,6.22179773980832e-05,0.000200548678282911,3.65715069722971e-05,0.000903312111808271,0.000556664981004061,0.000494831733458734,0.000225876922737201,7.12956330613226e-05,7.1915638223805e-05,0.000234401488329109,6.52518340105655e-06,0.000217946915435088,5.34494674501574e-05,0.000124134830658856,3.50967042989223e-06,0.000256811481821153,7.98044751156579e-05,0.000121842821878208,0.00010586529786764
"inosine 5-monophosphate pos",0.00479979643207778,0.00432529806408969,0.0050326526296146,0.0043856479276602,0.00677564324643101,0.00189000070807985,0.00831720056184909,0.00225528646702205,0.00640573208078434,0.00554757721022154,0.00471761692588521,0.00416651026513462,0,0,0,0,0,0,0.00919601720679523,0.00315308753912273,0.00294800076648392,0.00261439247047261,0.00933587569680447,0.00438840046743718,0.00853468651529994,0.00101528329516752,0.0207481915942247,0.00829082979702665,0.0110036343096373,0.0044212630616621,0.00561677399575684,0.000919327042045517,0.016626570332456,0.0143805569158953,0.00732467441423772,0.00433201480252119,0.0027367541264807,0.000795130936305946,0.00405363232065151,0.00243895906562122,0.00642552774468422,0.00197976476598558,0.0049559619923358,0.00190596856178088,0.00411490134793944,0.0016138556559875,0.00860032767020445,0.00273679150683001
"isoleucine",0.00490669455572291,0.00160420320156059,0.005458915543016,0.00100745067543741,0.00485941741266444,0.000956259015248552,0.00842658563678223,0.00127689808643372,0.00768147375719607,0.00246221418406221,0.00540470801308626,0.000371672313227569,0.00419386168421188,0.000731217160764892,0.00321542661437721,0.00136814902315096,0.00294760275325344,0.00126612863068112,0.00530005092283672,0.000586174373602254,0.00285393135419298,0.00110669987906289,0.00439697824077019,0.000833379802856781,0.00513738367877351,0.00133700779095924,0.00803519037535057,0.00125565654151219,0.00530773212199313,0.00170448247075181,0.00567241434203837,0.000458224468714066,0.00837925574024527,0.0024789967272197,0.00678476868841851,0.00192804211222312,0.00236706197905887,0.00101812043823815,0.00301520412211969,0.000220011386716493,0.00388027091978893,0.00113878608572765,0.00295269709573384,0.000483954718829988,0.00256383884073166,0.00128668475126037,0.00441422061678444,0.00145970910352811
"kynurenine",0,0,0,0,0,0,0,0,0.000126118740196876,0.000122787176082719,0,0,0,0,0,0,6.83713955125276e-05,6.48434897451072e-05,0.000131020314754535,0.000172918827550079,0,0,7.99274880053538e-05,8.07061196453637e-05,0,0,8.60386480982965e-05,1.33050919470224e-05,0,0,7.24133105571403e-05,6.42849743348024e-05,9.33529830499716e-05,2.24194531278624e-05,0.000121170923916531,5.52937091517259e-05,4.12793828162904e-05,3.60977421183814e-05,3.89022395843798e-05,3.3800480709384e-05,5.43955195714352e-05,1.0021010609642e-05,5.98133928830065e-05,1.47928812761408e-05,0,0,0,0
"leucine",0.003435476201423,0.000800795919293345,0.00403120331097552,0.00087911767255808,0.00473357277436539,0.000346606509283593,0.00564424238875445,0.000508777272412684,0.0067344370519938,0.00147915045350501,0.00566689984101281,0.000848147942053592,0.00467295910227672,0.000325491313808138,0.00421917727032281,0.00165105660408777,0.0045406410412051,0.00186697282795272,0.00719227525414473,0.00106316863688302,0.00513603956498243,0.00211066079885592,0.00488266613321226,0.000713372498261524,0.00262471776457379,0.000468692990949926,0.00697716043530019,0.000699396846671059,0.00432067377059013,0.000608575239832308,0.00434344733474686,0.000587759299828874,0.00579865533663235,0.00344243490900383,0.00650543751347513,0.00224700277006355,0.00265767112222768,0.000872640903268906,0.00358643325820889,0.000506961187329826,0.0043890956345918,0.0018600107493066,0.00422003124415816,0.000501639817640588,0.00459300306385894,0.00287073544869062,0.00404827632152973,0.000545317915773679
"lumichrome",0.00126493992279333,0.00137496181095422,0.00173957655588328,0.000907734951115808,0.00176972646830849,0.00088533272375839,0.00192496218108409,0.00131290460327894,0.00254094124766799,0.00146851555422824,0.0021452464813514,0.00133300824828867,0.00142040612434693,0.000154919040064373,0.00164727236809667,0.000927722499645524,0.00134624565653011,0.000842069079032209,0.00227496183514754,0.000690811997373489,0.00125059281337849,0.00057736379787885,0.00141907458720048,0.000626122654790738,0.00119840507758881,0.000273907060248035,0.00146297765504537,0.000276859937199627,0.00116116662020059,0.000278654554363854,0.00129921241904798,0.000141914513231319,0.00146140744609494,8.1503865649531e-05,0.00167113679801649,0.000449311185294551,0.000688851726698025,0.000175525199888193,0.0009050395440356,8.43791880160789e-05,0.000733475110220013,0.000242138594809385,0.000841143259639049,0.000113606356389215,0.000658368416037648,0.000242230849757917,0.000627174729850457,0.000160683396597298
"methionine",0,0,0,0,0,0,0.00149553103927592,0.0013526498090398,0.00127545557042014,0.00110786067016283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00202660265527954,0.000432538925260511,0.00327241570033758,0.000815710656494622,0.00178471088695584,0.000314976362441611,0.00248229016658255,0.000502261339255337,0.00218013398698351,0.00104628071864049,0.00155988251923207,0.000386733725502335,0.000546700825078322,0.000488004494014425,0.00102241094238301,0.000189292063190472,0.00079394802350822,0.000109234386708621,0.000384895045065874,0.000333964616109233,0,0,0.000565946066969198,0.000524703995864495
"n-acetylglucosamine204",0.00040384293356855,0.000209374212982919,0.000793366297505261,0.000322950593216415,0.000619317639554709,0.000233008974736467,0.00124164909796524,0.000311665813343182,0.000980340145616039,0.000168523199061545,0.000471295187543538,0.000408671545808491,0.000405831726470148,0.000228463923037087,0.000293627675460342,0.000131708706906299,0.000234643656733028,9.18449755199772e-05,0.000393100931089875,0.000108234167481674,0,0,0.000207526516315814,3.59548128181167e-05,0.000444697885824051,0.000129942328834837,0.000992649087564237,0.000200220532717744,0.000700087540618279,0.000162079002764376,0.000667332188899102,5.51017674398562e-05,0.000763729157677902,0.000154011599995916,0.000534159588310605,0.000297978963300267,0.000165513475820736,5.61893442638415e-05,0.000187809196361527,2.38226446124154e-05,0.000183866910836273,9.69389712939349e-05,0.000130455928076379,0.000114761454300753,9.41763980002442e-05,4.99705369623721e-05,9.89876982833925e-05,1.22554882909783e-05
"n-acetylglutamic acid",0.0700222410254955,0.0159097658656918,0.0911820502528874,0.0330360483276016,0.0874190013085986,0.0235731803642696,0.145711924038319,0.0403289374387289,0.182542511017772,0.0585696616653248,0.18880859088572,0.028666291486462,0.123452684217552,0.009426802595826,0.14004634064524,0.058873788160792,0.124401342184804,0.0156305525031984,0.236565278176493,0.0512224342613626,0.0978116269682296,0.037059679642581,0.105217954225229,0.0221588761079565,0.165335653168021,0.097166524224946,0.185385221835693,0.0418744931166516,0.135313521302339,0.0541811612302654,0.113263788943148,0.00581414414990188,0.191220051024525,0.0391774359929727,0.274952849946535,0.0706899017673298,0.0831002736804812,0.036709503868691,0.127769599251754,0.0351106671661858,0.111915582861643,0.0197352438967749,0.134207307609976,0.0311472310395076,0.142590950026015,0.0799638014138546,0.172326517313049,0.0779546727936249
"nicotinamide",0.0047485069918224,0.004963037581213,0,0,0,0,0.00328828944055644,0.00155721842128693,0,0,0,0,0,0,0.00138326581658442,0.00123739878207132,0.00190217715035612,0.00122515354931144,0.0027316613538528,0.000633798924453896,0.00211612422657686,0.000931999921858357,0.00433894845959862,0.00395838067520711,0,0,0,0,0.000882365517406148,0.000853984208383026,0.00172636406544925,0.000525625098229527,0.0026479752919372,0.000221720623564374,0.00323700623316439,0.00135856944208948,0.0014532537260817,9.8623840869782e-05,0.00148316242408135,0.000126465088935123,0.00187091995832867,0.00039032933263738,0.00155918375313543,0.000528780682219829,0.00163908047494946,0.000629762152210905,0.00236828464627192,0.000455521744863281
"pantothenic acid neg",0,0,0,0,0,0,0.00012497950845195,2.12675955251429e-05,0.00015928732737172,6.18759491027263e-05,9.03727027556151e-05,7.90010804921876e-05,8.67351241057286e-05,7.52189889978602e-05,0.000121210625125288,2.32050274038071e-05,0.000120548247465565,2.44388192252744e-05,0.000258750636624073,5.35957577313458e-05,8.55061304569707e-05,1.91349530716925e-05,0.000110608742111536,8.16600323373335e-05,0.000104507956011952,2.73403772501726e-05,0.000188273367215556,2.85867760514213e-05,0.000144090889752307,2.74822522949978e-05,0.000128066027277215,1.24397599765466e-05,0.00018823703836095,3.4779549786355e-05,0.000181077992949019,6.60660297008857e-05,6.80373862064255e-05,2.41763149814615e-05,0.000103495616089243,6.74167848469172e-06,0.000121905747034359,2.53426105562295e-05,0.000113432598189499,9.31611366262713e-06,5.3516511580664e-05,4.95802464271867e-05,7.03401572208551e-05,1.60281964693026e-05
