"","Sample.Name","replicateID.x","label","timepoint.x","date_time","mtabName","quantType","dilution_factor","combined_mtab_ID","r2_line","n_timepoints","Concentration_ngmL","df_adjusted_ngmL","mean_blank","blank_adj_concentration","Blank_adj_concentration_ngmL_inSample","Blank_adj_concentration_inSample_nM","cellNorm_blank_adj_concen_inSample_agCell","rain_pVal","rain_phase","rain_peak.shape","rain_period","isRAINsig","LR_pVal","LR_rSquared","LR_slope","isLRsig"
"37","3_RP_filter_A_T0","A","0A",0,2022-07-28 10:00:00,"n-acetylglucosamine204","MQ","original","n-acetylglucosamine204 MQ original",0.997370121277674,23,0.938850314717371,0.938850314717371,0,0.938850314717371,0.00913065349254426,0.0412778186823882,0.645418688928982,6.08132753194806e-13,4,18,24,1,0.000127273839435428,0.190400629367028,-0.0111754485361849,1
"38","3_RP_filter_A_T0","A","0A",0,2022-07-28 10:00:00,"citric acid","MQ","original","citric acid MQ original",0.987589275516277,24,10.3372951839892,10.3372951839892,0,0,0,0,0,0.00231968646396742,20,10,24,1,0.00642905655544855,0.101329039196751,1.25769387659888,1
"39","3_RP_filter_A_T0","A","0A",0,2022-07-28 10:00:00,"methionine","MQ","original","methionine MQ original",0.979365040216442,13,3.64264635118174,3.64264635118174,2.85468535748797,0,0,0,0,0.574028146363454,8,12,24,0,0.0341754922231355,0.0625025082453176,0.0188342705185886,1
"40","3_RP_filter_A_T0","A","0A",0,2022-07-28 10:00:00,"succinic acid","MQ","original","succinic acid MQ original",0.998466043878416,21,32.5608122552501,32.5608122552501,25.4097310028215,7.1510812524286,0.0695468105931358,0.588930566458936,9.2085000178633,0.227276189113368,4,18,24,0,0.0173431518296731,0.0782227068966008,-0.128903315192544,1
"41","3_RP_filter_A_T0","A","0A",0,2022-07-28 10:00:00,"T_90to30","MQ","original","T_90to30 MQ original",0.993583473156185,13,0,0,0,0,0,0,0,0.999999998666677,8,8,24,0,0.35890347365449,0.0120377303199197,-0.0791421569831173,0
"42","3_RP_filter_A_T0","A","0A",0,2022-07-28 10:00:00,"NADP","MQ","original","NADP MQ original",0.99628573730501,23,16.7806827376691,16.7806827376691,14.8365329615526,0,0,0,0,0.000870169553315365,6,8,24,1,0.00517801030061368,0.106360425803097,0.0780061884370908,1
"43","3_RP_filter_A_T0","A","0A",0,2022-07-28 10:00:00,"nicotinamide","MQ","original","nicotinamide MQ original",0.984436596775552,17,0,0,0,0,0,0,0,0.999999907380676,22,6,24,0,0.469316434353539,0.007505062875807,0.0113411919272465,0
"44","3_RP_filter_A_T0","A","0A",0,2022-07-28 10:00:00,"thymidine","MQ","original","thymidine MQ original",0.995481186951323,24,4.60910706675238,4.60910706675238,0,4.60910706675238,0.0448252068267368,0.185052251276625,2.89347124472144,9.3466101832006e-18,16,12,24,1,0.788651033160565,0.00103336101703318,-0.00220643475577169,0
"45","3_RP_filter_A_T0","A","0A",0,2022-07-28 10:00:00,"tryptophan","MQ","original","tryptophan MQ original",0.999473009771259,24,1.65771370441358,1.65771370441358,0.185511483472969,1.47220222094061,0.0143176906261244,0.0701057172115965,1.09617081361037,2.34031038432103e-14,8,18,24,1,9.67392575602335e-05,0.196405640699265,-0.0170087975939358,1
"46","3_RP_filter_A_T0","A","0A",0,2022-07-28 10:00:00,"T_90to62","MQ","original","T_90to62 MQ original",0.834894951694514,23,0,0,0,0,0,0,0,0.274727956191941,8,8,24,0,0.324580445266978,0.0138650932787596,-3.29955477530593,0
"47","3_RP_filter_A_T0","A","0A",0,2022-07-28 10:00:00,"lumichrome","MQ","original","lumichrome MQ original",0.995982532749672,24,1.54325608156871,1.54325608156871,0,0,0,0,0,0.0026500860685209,10,16,24,1,2.29533467249328e-05,0.227325103479809,-0.026769665112653,1
"48","3_RP_filter_A_T0","A","0A",0,2022-07-28 10:00:00,"tetrahydrobiopterin240","MQ","original","tetrahydrobiopterin240 MQ original",0.991476079045295,15,0,0,0,0,0,0,0,0.99999999942586,18,6,24,0,0.49120250020679,0.00679518049833896,-0.0550490282088122,0
"49","4_RP_filter_B_T0","B","0B",0,2022-07-28 10:00:00,"guanine","MQ","original","guanine MQ original",0.991241977866956,16,3.5890968804558,3.5890968804558,0,3.5890968804558,0.0100800339281464,0.0666977696562323,1.04288425164239,0.9999975852081,10,6,24,0,0.761276746459022,0.00132710114971849,0.00247901821440256,0
"50","4_RP_filter_B_T0","B","0B",0,2022-07-28 10:00:00,"cytosine","MQ","original","cytosine MQ original",0.998695224686736,11,0,0,0,0,0,0,0,1,12,6,24,0,4.82395780535626e-06,0.259731988116063,0.00722000590227308,1
"51","4_RP_filter_B_T0","B","0B",0,2022-07-28 10:00:00,"desthiobiotin","MQ","original","desthiobiotin MQ original",0.999988888265056,12,0.647823283072718,0.647823283072718,0,0.647823283072718,0.00181942167913475,0.00849165350104895,0.132775230000819,0.00360594552745469,10,8,24,1,0.923206569326018,0.000133686403497989,8.19596108525018e-05,0
"52","4_RP_filter_B_T0","B","0B",0,2022-07-28 10:00:00,"glutathione pos","MQ","original","glutathione pos MQ original",0.98510047956785,20,85.1136609791505,85.1136609791505,11.0312188422675,0,0,0,0,0.000839380368363877,12,6,24,1,0.000464923444128181,0.161595953535665,0.70831385473409,1
"53","4_RP_filter_B_T0","B","0B",0,2022-07-28 10:00:00,"pantothenic acid neg","MQ","original","pantothenic acid neg MQ original",0.999469507739185,21,0,0,0,0,0,0,0,0.0427361065370099,10,14,24,1,0.0587081983547016,0.0501150936330056,0.00111737759158576,0
"54","4_RP_filter_B_T0","B","0B",0,2022-07-28 10:00:00,"phenylalanine","MQ","original","phenylalanine MQ original",0.999612837799534,24,16.4368611923386,16.4368611923386,1.28242787532613,15.1544333170125,0.0425614596332429,0.257651550537217,4.02863162968448,4.88122008181451e-11,10,16,24,1,0.0104477240683733,0.090023359704463,-0.0401835679446262,1
"55","4_RP_filter_B_T0","B","0B",0,2022-07-28 10:00:00,"proline","MQ","original","proline MQ original",0.995437210706399,24,48.6631933992306,48.6631933992306,0,48.6631933992306,0.136671328987335,1.1871043949217,18.5615273928973,0.00184172083923247,4,14,24,1,0.234498635360995,0.0201300387363181,-0.123306350061881,0
"56","4_RP_filter_B_T0","B","0B",0,2022-07-28 10:00:00,"s-(5'-adenosyl)-L-homocysteine pos","MQ","original","s-(5'-adenosyl)-L-homocysteine pos MQ original",0.994828985142145,24,4.99027120459858,4.99027120459858,0.645069092254485,4.34520211234409,0.0122035671301019,0.0317462270234956,0.496383018240461,3.57482306996061e-06,4,18,24,1,0.408945569150124,0.00976271481248913,-0.00185117722305494,0
"57","4_RP_filter_B_T0","B","0B",0,2022-07-28 10:00:00,"succinic acid","MQ","original","succinic acid MQ original",0.998466043878416,21,40.1963172921729,40.1963172921729,25.4097310028215,14.7865862893514,0.0415283555843156,0.351666996225892,5.49865421402584,0.227276189113368,4,18,24,0,0.0173431518296731,0.0782227068966008,-0.128903315192544,1
"58","4_RP_filter_B_T0","B","0B",0,2022-07-28 10:00:00,"T_90to30","MQ","original","T_90to30 MQ original",0.993583473156185,13,0,0,0,0,0,0,0,0.999999998666677,8,8,24,0,0.35890347365449,0.0120377303199197,-0.0791421569831173,0
"59","4_RP_filter_B_T0","B","0B",0,2022-07-28 10:00:00,"aspartic acid neg","MQ","original","aspartic acid neg MQ original",0.999191010493507,18,0,0,0,0,0,0,0,0.999956317746745,10,16,24,0,0.793903476926343,0.00098149229697724,0.00783446771114922,0
"60","4_RP_filter_B_T0","B","0B",0,2022-07-28 10:00:00,"citric acid","MQ","original","citric acid MQ original",0.987589275516277,24,143.448086743491,143.448086743491,0,143.448086743491,0.402876163409232,2.09700272438701,32.7886693690971,0.00231968646396742,20,10,24,1,0.00642905655544855,0.101329039196751,1.25769387659888,1
"61","4_RP_filter_B_T0","B","0B",0,2022-07-28 10:00:00,"citrulline","MQ","original","citrulline MQ original",0.996463383987858,24,2.11768873771134,2.11768873771134,0,2.11768873771134,0.00594756147197478,0.0339492064157474,0.530828735491779,1.2445326039544e-09,12,14,24,1,0.546361954000382,0.00522177957202121,0.0133460295231317,0
"62","4_RP_filter_B_T0","B","0B",0,2022-07-28 10:00:00,"cytidine pos","MQ","original","cytidine pos MQ original",0.99834267919947,24,21.7028248820537,21.7028248820537,0,21.7028248820537,0.0609527183116714,0.250607344427561,3.91848864207114,1.9134655552702e-09,10,12,24,1,0.207879962890191,0.0225626756746138,-0.0309163355947428,0
"63","4_RP_filter_B_T0","B","0B",0,2022-07-28 10:00:00,"tyrosine","MQ","original","tyrosine MQ original",0.999879954616746,24,22.1173682633816,22.1173682633816,1.88659233073926,20.2307759326423,0.0568184461400953,0.313584889563968,4.90320357884294,2.15908302910301e-07,10,12,24,1,0.3009416916293,0.0152774790864839,-0.030669140817401,0
"64","4_RP_filter_B_T0","B","0B",0,2022-07-28 10:00:00,"UDP-glucose","MQ","original","UDP-glucose MQ original",0.994904185641789,21,34.8861649791381,34.8861649791381,0,34.8861649791381,0.0979783322449534,0.160549154054686,2.51034157875315,0.000624356867316913,4,18,24,1,0.0211946251516687,0.0735616032417874,-0.0431053657900931,1
"65","4_RP_filter_B_T0","B","0B",0,2022-07-28 10:00:00,"uridine 5-monophosphate pos","MQ","original","uridine 5-monophosphate pos MQ original",0.998822078816997,24,24.1877892410522,24.1877892410522,0,24.1877892410522,0.067931779028962,0.184522012845204,2.88518045310136,3.21991504767415e-18,4,14,24,1,0.0697251061210879,0.0462255665386186,-0.0319173804964132,0
"66","4_RP_filter_B_T0","B","0B",0,2022-07-28 10:00:00,"xanthosine neg","MQ","original","xanthosine neg MQ original",0.999211849571895,13,0.823066177822455,0.823066177822455,0,0.823066177822455,0.00231159405106571,0.00721786689272999,0.112858342215582,0.014715980719142,4,14,24,1,0.96146218707577,3.35914376108158e-05,-2.39326941887582e-05,0
"67","4_RP_filter_B_T0","B","0B",0,2022-07-28 10:00:00,"nicotinamide","MQ","original","nicotinamide MQ original",0.984436596775552,17,27.5183900604767,27.5183900604767,0,27.5183900604767,0.0772858227840159,0.633241206607367,9.9013398088963,0.999999907380676,22,6,24,0,0.469316434353539,0.007505062875807,0.0113411919272465,0
"68","4_RP_filter_B_T0_DF10X","B","0B",0,2022-07-28 10:00:00,"adenosine 5'-monophosphate pos","MQ","df10x","adenosine 5'-monophosphate pos MQ df10x",0.99173276805267,24,25.6050583797894,256.050583797894,65.34227279043,190.708311007464,0.535607231948166,1.36920914143915,21.4089115448894,1.85138040265035e-08,6,10,24,1,0.264300000881811,0.0177689759101211,0.166948829372144,0
"69","4_RP_filter_B_T0","B","0B",0,2022-07-28 10:00:00,"3-methyl-2-oxobutanoic acid","MQ","original","3-methyl-2-oxobutanoic acid MQ original",0.996791556627532,21,3.01850317093931,3.01850317093931,0,3.01850317093931,0.00847751269712776,0.061386768263054,0.959841599062795,0.000670471301658057,16,12,24,1,0.197585306216503,0.0236028430269088,0.0102829807751837,0
"70","4_RP_filter_B_T0","B","0B",0,2022-07-28 10:00:00,"4-hydroxybenzoic acid","MQ","original","4-hydroxybenzoic acid MQ original",0.998866482032652,21,0.959706280688283,0.959706280688283,0,0.959706280688283,0.00269534988678392,0.0195145517432951,0.305128924038038,6.13374615921615e-05,10,14,24,1,0.000339628648381781,0.168642967040449,-0.00609609227219012,1
"71","4_RP_filter_B_T0","B","0B",0,2022-07-28 10:00:00,"adenine pos","MQ","original","adenine pos MQ original",0.974485231736213,18,2.80636179741083,2.80636179741083,0,0,0,0,0,0.999999952406282,10,6,24,0,0.000212341445644036,0.179106122178472,0.0251601722760289,1
"72","4_RP_filter_B_T0","B","0B",0,2022-07-28 10:00:00,"alpha-ketoglutaric acid","MQ","original","alpha-ketoglutaric acid MQ original",0.996373754795592,13,0,0,0,0,0,0,0,0.999999999997642,10,6,24,0,0.255336321865806,0.0184439088040578,0.0678566226067568,0
"73","4_RP_filter_B_T0_DF500X","B","0B",0,2022-07-28 10:00:00,"glutamic acid neg","MQ","df500x","glutamic acid neg MQ df500x",0.95713219426349,24,72.3216291619931,36160.8145809965,0,36160.8145809965,101.558205305276,690.261709408523,10792.910617014,0.000101536215005136,10,6,24,1,0.0105755717443562,0.0897400308537861,271.659746997047,1
"74","4_RP_filter_B_T0_DF500X","B","0B",0,2022-07-28 10:00:00,"sucrose387 neg","MQ","df500x","sucrose387 neg MQ df500x",0.998306302694827,21,0,0,0,0,0,0,0,2.20087323702796e-19,12,14,24,1,0.415125524850398,0.00950921089547059,14.8516456311456,0
"75","4_RP_filter_B_T0","B","0B",0,2022-07-28 10:00:00,"lumichrome","MQ","original","lumichrome MQ original",0.995982532749672,24,5.87902961799367,5.87902961799367,0,5.87902961799367,0.0165113453294211,0.0682060395200152,1.06646751231622,0.0026500860685209,10,16,24,1,2.29533467249328e-05,0.227325103479809,-0.026769665112653,1
"76","4_RP_filter_B_T0","B","0B",0,2022-07-28 10:00:00,"methionine","MQ","original","methionine MQ original",0.979365040216442,13,6.51252017690093,6.51252017690093,2.85468535748797,0,0,0,0,0.574028146363454,8,12,24,0,0.0341754922231355,0.0625025082453176,0.0188342705185886,1
"77","4_RP_filter_B_T0","B","0B",0,2022-07-28 10:00:00,"MTA","MQ","original","MTA MQ original",0.996150100661098,24,5.6510049444766,5.6510049444766,1.20729527863838,4.44370966583822,0.0124802271129535,0.0419743285674284,0.656309295825818,3.92697259359252e-09,6,16,24,1,0.45725929534217,0.00791924046541766,-0.00180348588297245,0
"78","4_RP_filter_B_T0","B","0B",0,2022-07-28 10:00:00,"n-acetylglucosamine204","MQ","original","n-acetylglucosamine204 MQ original",0.997370121277674,23,1.46745371798118,1.46745371798118,0,1.46745371798118,0.00412136639325164,0.0186318553040309,0.29132710997088,6.08132753194806e-13,4,18,24,1,0.000127273839435428,0.190400629367028,-0.0111754485361849,1
"79","4_RP_filter_B_T0","B","0B",0,2022-07-28 10:00:00,"NADP","MQ","original","NADP MQ original",0.99628573730501,23,69.0716709873763,69.0716709873763,14.8365329615526,54.2351380258237,0.152320221383541,0.204893963470415,3.20371563938676,0.000870169553315365,6,8,24,1,0.00517801030061368,0.106360425803097,0.0780061884370908,1
"80","4_RP_filter_B_T0","B","0B",0,2022-07-28 10:00:00,"inosine 5-monophosphate pos","MQ","original","inosine 5-monophosphate pos MQ original",0.993768963842998,21,53.6184118591044,53.6184118591044,0,53.6184118591044,0.150588136435164,0.383986884349042,6.00400697937618,1.32654614920799e-05,6,8,24,1,0.248319968699133,0.0189925916007248,0.0590303881266993,0
"81","4_RP_filter_B_T0","B","0B",0,2022-07-28 10:00:00,"isoleucine","MQ","original","isoleucine MQ original",0.999160181657184,24,13.8579350435502,13.8579350435502,0.873526854086965,12.9844081894632,0.0364669106034467,0.278012583696323,4.34699611080947,6.13604097004068e-08,10,6,24,1,0.0253058021648195,0.0694489135365775,-0.0401633221140842,1
"82","4_RP_filter_B_T0","B","0B",0,2022-07-28 10:00:00,"guanosine pos","MQ","original","guanosine pos MQ original",0.999234170182166,24,0.61725429314476,0.61725429314476,0.0807030670266593,0.536551226118101,0.00150691239150172,0.00532025373296181,0.0831873218766478,0.0207147332965842,8,6,24,1,0.206196357758745,0.0227286546712215,0.000519545960654279,0
"83","4_RP_filter_B_T0","B","0B",0,2022-07-28 10:00:00,"hexose-6-phosphate","MQ","original","hexose-6-phosphate MQ original",0.996909277100403,19,2.23080647704466,2.23080647704466,2.43376922604685,0,0,0,0,0.0127698523927775,10,8,24,1,0.722985760365963,0.00180622962643505,0.00087165896476693,0
"84","4_RP_filter_B_T0","B","0B",0,2022-07-28 10:00:00,"thymidine","MQ","original","thymidine MQ original",0.995481186951323,24,6.78243422904773,6.78243422904773,0,6.78243422904773,0.0190485711089359,0.0786383648141681,1.22958702610743,9.3466101832006e-18,16,12,24,1,0.788651033160565,0.00103336101703318,-0.00220643475577169,0
"85","4_RP_filter_B_T0","B","0B",0,2022-07-28 10:00:00,"tryptophan","MQ","original","tryptophan MQ original",0.999473009771259,24,4.47304585224752,4.47304585224752,0.185511483472969,4.28753436877455,0.0120416063831224,0.0589610066254829,0.921912465553533,2.34031038432103e-14,8,18,24,1,9.67392575602335e-05,0.196405640699265,-0.0170087975939358,1
"86","4_RP_filter_B_T0","B","0B",0,2022-07-28 10:00:00,"kynurenine","MQ","original","kynurenine MQ original",0.999705423078898,12,0,0,0,0,0,0,0,0.999999999999874,10,14,24,0,0.226237519401653,0.0208487270478438,0.000655217405060128,0
